category,title,content
hotel,Toba Village inn,"
Nama Hotel : Toba Village inn

Harga : 400000

Check In : 12.0

Check Out : 12.0

Fasilitas : Dekat dengan transportasi umum dan bandara

Alamat : Kampung Tuktuk Siadong, Kecamatan Simanindo, Ambarita, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 
"
hotel,Romlan Guesthouse,"
Nama Hotel : Romlan Guesthouse

Harga : 200000

Check In : 14.3

Check Out : 12.0

Fasilitas : Wi-fi gratis, Sarapan berbayar, Parkir berbayar, Layanan binatu

Alamat : Tuktuk; Siadong 36; RI-22395, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 4.9
"
hotel,Carolina Hotel,"
Nama Hotel : Carolina Hotel

Harga : 400000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wifi gratis, Sarapan gratis, Parkir gratis, AC, Layanan Binatu

Alamat : Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 4.3
"
hotel,TOPI TAO HOMESTAY PANGURURAN (KAWASAN WATERFRONT CITY),"
Nama Hotel : TOPI TAO HOMESTAY PANGURURAN (KAWASAN WATERFRONT CITY)

Harga : 

Check In : 

Check Out : 

Fasilitas : View Danau Toba

Alamat : Jl. Putri Lopian, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392

Rating : 4.4
"
hotel,Hotel and Restaurant Singgalang,"
Nama Hotel : Hotel and Restaurant Singgalang

Harga : 

Check In : 

Check Out : 22.0

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.52, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174

Rating : 4.7
"
hotel,Thyesza Hotel Resort,"
Nama Hotel : Thyesza Hotel Resort

Harga : 350000

Check In : 14.0

Check Out : 12.0

Fasilitas : Wi-fi gratis, Sarapan gratis, Parkir gratis, dapat diakses, kolam renang luar, AC

Alamat : Unjur, Jl. Pulau Samosir, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 3.8
"
hotel,Bagus Bay Guest House,"
Nama Hotel : Bagus Bay Guest House

Harga : 130000

Check In : 14.0

Check Out : 12.0

Fasilitas : Parkir Gratis

Alamat : Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395

Rating : 5.0
"
restoran,Cantik Daijo Cafe,"
Nama Restoran : Cantik Daijo Cafe

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Vanila Milk Shake, Dimsum Udang, Kopi Americano, Tempe Crispy, Teh Tarik, Nasi Lele Daijo, Kwetiau Hot Plate Seafood Gila, Nasi Ayam Penyet Sambal Belacan, Daijo Pizza, Nasi Goreng Spesial, Mie Hot Plate Special, Ice Thai Tea, Steak Salad, Daijo Egg Waffle, Drip Coffee, Pizza Complete, French Fries, Cappuccino Latte, Chicken Katsu, Tomyam Seafood.

Fasilitas : 

Alamat : Jl. Sisingamangaraja, Aruan, Kec. Laguboti, Toba, Sumatera Utara 22381, Indonesia (9429+Q3 Aruan, Toba, Sumatera Utara, Indonesia)

Rating : 4.4
"
restoran,Rumah Makan Romauli,"
Nama Restoran : Rumah Makan Romauli

Harga : 

Jam Operasional : 

Menu Favorit : Babi Panggang, Sop Kosong, Daging Babi Arsik Pakai Tubis, Jahir Panggang, Naniura,

Fasilitas : 

Alamat : 86HM+J26, Jl. Parsoburan, Parsoburan Bar., Kec. Habinsaran, Toba, Sumatera Utara 22384, Indonesia

Rating : 4.3
"
restoran,"Kedai Islam ""Rahayu""","
Nama Restoran : Kedai Islam ""Rahayu""

Harga : 25000

Jam Operasional : 

Menu Favorit : Mushola, Halal

Fasilitas : 

Alamat : 86HM+G6Q, Jl. Parsoburan, Parsoburan Bar., Kec. Habinsaran, Toba, Sumatera Utara 22384, Indonesia

Rating : 4.5
"
restoran,Sinar Minang Restaurant & Convention Hall,"
Nama Restoran : Sinar Minang Restaurant & Convention Hall

Harga : 25.000 - 75.000

Jam Operasional : 

Menu Favorit : Jeroan Masak Gule, Rendang, Sambal, Teh Talua Teh Telur, Dendeng, Ayam Balado, Sup Daging Sapi, Ikan Goreng, Nasi Ayam Goreng Telur Dadar, Aneka Masakan Khas Padang Melayu, Sayur Kailan, Nasi Padang, Sajian Lauk, Gulai Ayam Kampung, Kopi Susu, Makanan Padang, Telor Dadar, Jengkol Teri Cabe IJO, Kerupuk Gulai, Sayur Nangka.

Fasilitas : 

Alamat : Jl. Siborongborong - Parapat No.2, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83PF+C8 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.4
"
restoran,Damar Toba ~ Lakeside Eatery & Stay,"
Nama Restoran : Damar Toba ~ Lakeside Eatery & Stay

Harga : 30.000 - 700.000

Jam Operasional : 14.0

Menu Favorit : Mie Gomak, Mie Goreng, Sate, Fried Rice with Chicken Wings, Kopi Latte, Ikan Naniura, Nasi Liwet Daging Balado, Mango Sticky Rice Pudding, Caffè Latte, Fish Fillet Natinombur, Americano Coffee, American Breakfast, Ice Cream Croissant.

Fasilitas : 

Alamat : Jl. Pemandian No.94, Kec. Balige, Sumatera Utara 22312, Indonesia (83R2+56 Lumban Silintong, Toba, Sumatera Utara, Indonesia)

Rating : 4.8
"
restoran,BPK TAMBAR LIHE CLARISSA GURUSINGA,"
Nama Restoran : BPK TAMBAR LIHE CLARISSA GURUSINGA

Harga : 25000

Jam Operasional : 

Menu Favorit : Babi Panggang Karo

Fasilitas : 

Alamat : 96V4+FP7 paranggitingan samping SD center, Jl. D.I. Panjaitan, Marsangap, Kec. Silaen, Toba, Sumatera Utara 22384, Indonesia

Rating : 4.8
"
restoran,Warunk Friendzone,"
Nama Restoran : Warunk Friendzone

Harga : 25000

Jam Operasional : 

Menu Favorit : Bihun Goreng Sosis

Fasilitas : 

Alamat : Narumonda 1, Kec. Siantar Narumonda, Sumatera Utara 22384, Indonesia (C5CH+83 Narumonda VII, Toba, Sumatera Utara, Indonesia)

Rating : 2.7
"
restoran,SOP Kerbau Siparo Gogo,"
Nama Restoran : SOP Kerbau Siparo Gogo

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Sop Kerbau, Sop Daging Kerbau

Fasilitas : 

Alamat : C5FH+VVJ, Unnamed Road, Narumonda III, Kec. Siantar Narumonda, Toba, Sumatera Utara 22384, Indonesia

Rating : 4.6
"
restoran,Rumah Makan Rizal,"
Nama Restoran : Rumah Makan Rizal

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Banua Huta, Kec. Sigumpar, Toba, Sumatera Utara 22384, Indonesia (95XC+6M Banua Huta, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,RAJA SEAFOOD BALIGE,"
Nama Restoran : RAJA SEAFOOD BALIGE

Harga : 

Jam Operasional : 

Menu Favorit : Taoge Ikan Asin, Sop Bakso Ikan, Cateringan Nasi Kotak, Seafood Tumpah

Fasilitas : 

Alamat : Jl. Patuan Nagari, Pardede Onan, Kec. Balige, Toba, Sumatera Utara, Indonesia (83M7+HC Pardede Onan, Toba, Sumatera Utara, Indonesia)

Rating : 5.0
"
restoran,Toba Corner Restaurant,"
Nama Restoran : Toba Corner Restaurant

Harga : 

Jam Operasional : 

Menu Favorit : Nasi Goreng, Aneka Jus

Fasilitas : 

Alamat : 83M6+74V, Pardede Onan, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 4.3
"
restoran,RM. GOMGOM KHAS BATAK,"
Nama Restoran : RM. GOMGOM KHAS BATAK

Harga : 

Jam Operasional : 

Menu Favorit : Babi Panggang, Sambal Natinombur, Saksang, Arsik

Fasilitas : 

Alamat : 83M4+629, Jl. Dr. Sutomo, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia

Rating : 4.9
"
restoran,RM Lapo Jior,"
Nama Restoran : RM Lapo Jior

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.47, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83PH+Q3 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
restoran,"""Happy"" Noodle Restaurant","
Nama Restoran : ""Happy"" Noodle Restaurant

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Mie Goreng, Kwetiau Goreng, Nasi Goreng Babi, Bakmi Kuah

Fasilitas : 

Alamat : Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara, Indonesia (83M8+RG Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,BPK PANCA JAYA,"
Nama Restoran : BPK PANCA JAYA

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Babi Panggang Karo, Babi Tubis, Saksang, Cincang, Ikan Mas Arsik, Ikan Jahir Panggang

Fasilitas : 

Alamat : 83CC+V5C, Jl. By Pass Balige, Balige III, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia

Rating : 4.8
"
restoran,ijabu Coffee & Roastery,"
Nama Restoran : ijabu Coffee & Roastery

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Jl. Raja Paindoan, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara, Indonesia (83M8+83 Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 5.0
"
restoran,GotiL F&B,"
Nama Restoran : GotiL F&B

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Bebek Gotil, Ayam Gotil, Minuman Mix Max Blue Ocean, Dimsum Soup, Soup Ayam, Green Tea Mlikshake

Fasilitas : 

Alamat : Jl. Patuan Anggi No.28, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22314, Indonesia (83M7+GQ Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
restoran,Point Coffee Balige,"
Nama Restoran : Point Coffee Balige

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Kopi Jadul, Latte, Affogato Point, Dolge Coffee, Mochachino, Cafe Dolce

Fasilitas : 

Alamat : 83M9+HJM, Jl. Sisingamangaraja, Balige II, Kec. Balige, Toba, Sumatera Utara 22316, Indonesia

Rating : 4.7
"
restoran,SIPPIN,"
Nama Restoran : SIPPIN

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.70, Balige II, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M9+PH Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
restoran,Amora Cafe,"
Nama Restoran : Amora Cafe

Harga : 

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : 83CQ+GVR, Parsuratan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia

Rating : 3.8
"
restoran,Rumah Makan Panca,"
Nama Restoran : Rumah Makan Panca

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : B2 Panggang, B2 Goreng, Kripik Balado, Tubis, B2 Saksang, Ikan Mas Arsik, B2 Tanggo-Tanggo, Ikan Jahir Natinombur, B2 Bag Dalam, Butuha Raja, Ikan Jahir Goreng, B2 Arsik, Daun Singkong Tumbuk, Mujair Bakar

Fasilitas : 

Alamat : Jl. Raja Paindoan No.14, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+68 Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,SATE MADURA Cabang Bundaran BALIGE,"
Nama Restoran : SATE MADURA Cabang Bundaran BALIGE

Harga : 

Jam Operasional : 

Menu Favorit : Sate Kambing, Sate Ayam

Fasilitas : 

Alamat : Di Sebrang Bank BRI, Di Sebrang Warkop Kak NOVA, Jl. Sisingamangaraja, Balige Lama, Kec. Balige, Sumatera Utara 22312, Indonesia (83M9+J9 Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 5.0
"
restoran,BAKSO PAK RADIT (BAKSO KHAS MALANG),"
Nama Restoran : BAKSO PAK RADIT (BAKSO KHAS MALANG)

Harga : 

Jam Operasional : 

Menu Favorit : Bakso Kosong, Mie Ayam

Fasilitas : 

Alamat : 83M6+C8G, Pardede Onan, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 3.6
"
restoran,Hutanta Cafe,"
Nama Restoran : Hutanta Cafe

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Kopi Dingin, Juice Nanas Kue Nanas, Madu, Odeng, Nasi Goreng Ayam, Sate Udang Pete, Eskrim Yogurt, Cafe Latte, Fish and Chips, Signature Bukit Coffee, Mr Crab Cakes, Caffè Latte, Sandwich Hutanta, Sparkling Mojito, Pakcoy Ayam, Sop IGA Sapi, Fettucine Carbonara Pasta, Sop Kambing

Fasilitas : 

Alamat : Jl. P. Siantar No.KM 2, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83QJ+8G Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,Tepi Danau Bistro,"
Nama Restoran : Tepi Danau Bistro

Harga : 25.000 - 75.000

Jam Operasional : 

Menu Favorit : Nasi Goreng Andaliman, Nasi Blackpepper Sapi, Nasi Goreng Kampung, Ayam Bakar Tepi Danau, Air Mineral, Kopi Sanger, Nasi Goreng Seafood, Cappucino, Affogatto, Strawberry Float, Kwetiau Goreng Seafood, Tomyam, Pisang Goreng, Mie Goreng Indonesia, Banana Smoothies, Kopi Tubruk, Thai Iced Tea, Hot Milk, Americano

Fasilitas : 

Alamat : Jl. Pemandian No.1, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M4+PC Sangkar Nihuta, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,Kedai Mie Lily,"
Nama Restoran : Kedai Mie Lily

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : 83M6+F57, Pardede Onan, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 3.7
"
restoran,Rujak Agam Balige,"
Nama Restoran : Rujak Agam Balige

Harga : 

Jam Operasional : 

Menu Favorit : Aneka Rujak Buah

Fasilitas : 

Alamat : Jl. Patuan Nagari, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M7+MQ Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 3.7
"
restoran,"BAKSO MAS PANDU ""WONG SOLO""","
Nama Restoran : BAKSO MAS PANDU ""WONG SOLO""

Harga : 

Jam Operasional : 

Menu Favorit : Mie ayam bakso, Halal

Fasilitas : 

Alamat : Jl. Pemandian, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M4+6R Sangkar Nihuta, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,Bakso Dorela,"
Nama Restoran : Bakso Dorela

Harga : 

Jam Operasional : 

Menu Favorit : Bakso, Misop, Mie Ayam, Mie Babi, Goreng

Fasilitas : 

Alamat : Jl. Gereja No.Kelurahan, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+9R Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.6
"
restoran,Dunia Bubur,"
Nama Restoran : Dunia Bubur

Harga : 25000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Jl. Gereja No.Kelurahan, Balige II, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+2V Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 4.3
"
restoran,Diva Putri Minang,"
Nama Restoran : Diva Putri Minang

Harga : 

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Lumban Pea, Kec. Balige, Toba, Sumatera Utara, Indonesia (84X3+5R Lumban Pea, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
restoran,Leon Cafe,"
Nama Restoran : Leon Cafe

Harga : 25.000 - 75.000

Jam Operasional : 

Menu Favorit : Nasi Goreng Spesial, Cumi Asin Pedas

Fasilitas : 

Alamat : Pantai Bul Bul, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83XF+82 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.7
"
restoran,warung mak iwan,"
Nama Restoran : warung mak iwan

Harga : 

Jam Operasional : 

Menu Favorit : Mie sop, Mie Goerng, Bakso

Fasilitas : 

Alamat : 83J8+MQR, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 4.2
"
restoran,Warung Makan Muslim Bu Nurul,"
Nama Restoran : Warung Makan Muslim Bu Nurul

Harga : 25000

Jam Operasional : 

Menu Favorit : Soto Ayam, Belu Tumis Cabe Hijau, Air Kelapa Muda

Fasilitas : 

Alamat : Jl. P. Siantar, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia (83MF+X2 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.3
"
restoran,RM Khas Batak Mata Mual,"
Nama Restoran : RM Khas Batak Mata Mual

Harga : 

Jam Operasional : 

Menu Favorit : Arsik Ikan Jahir, Arsik Ikan Mas

Fasilitas : 

Alamat : Jl. Lintas Sumatera No.Desa, Dolok Tolong, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia (82HP+58 Longat, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
restoran,Rumah Makan Pondok Salero,"
Nama Restoran : Rumah Makan Pondok Salero

Harga : 10.000 - 50.000

Jam Operasional : 

Menu Favorit : Nasi Uduk, Lontong Gulai, Sate

Fasilitas : 

Alamat : Jl. Patuan Nagari No.Kelurahan, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia (83M5+CX Sangkar Nihuta, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,Family Resto,"
Nama Restoran : Family Resto

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Nasi Goreng Ayam

Fasilitas : 

Alamat : Jl. Lintas Sumatera No.57a, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M7+HM Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,"RM ISLAM ""NAULI""","
Nama Restoran : RM ISLAM ""NAULI""

Harga : 

Jam Operasional : 

Menu Favorit : Ayam Goreng, Rendang Kerbau, Ikan Mujahir Bakar, Sop Iga Kerbau

Fasilitas : 

Alamat : Jl. Bukit Barisan No.26, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83Q7+25 Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 5.0
"
restoran,Kedai Bakmi Bahagia 2,"
Nama Restoran : Kedai Bakmi Bahagia 2

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Mie Kuah

Fasilitas : 

Alamat : Jl. Patuan Nagari No.57 A, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22314, Indonesia (83M7+G2 Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.1
"
restoran,"Kedai Bakmi ""Bahagia"" / ""Sukaria""","
Nama Restoran : Kedai Bakmi ""Bahagia"" / ""Sukaria""

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Bakmi China, Aneka Jus

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.98, Napitupulu Bagasan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+RG Napitupulu Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,Rumah Makan Sigiring Giring,"
Nama Restoran : Rumah Makan Sigiring Giring

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Makanan Khas Batak

Fasilitas : 

Alamat : Jl. Lintas Sumatera No.Desa, Lintong Nihuta, Kec. Tampahan, Toba, Sumatera Utara 22313, Indonesia (82J8+4Q Lintong Nihuta, Toba, Sumatera Utara, Indonesia)

Rating : 4.4
"
restoran,Rumah Makan Martabe,"
Nama Restoran : Rumah Makan Martabe

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Babi Panggang, Ikan Mas Bakar, Ikan Mas Arsik, Saksang, Babi Goreng

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.36A, Ps. Laguboti, Kec. Laguboti, Toba, Sumatera Utara 22381, Indonesia (9428+QR Ps. Laguboti, Toba, Sumatera Utara, Indonesia)

Rating : 4.2
"
restoran,Rumah Dimsum Balige,"
Nama Restoran : Rumah Dimsum Balige

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : Jl. Gereja, Sibola Hotangsas, Kec. Balige, Toba, Sumatera Utara, Indonesia (83PG+V5 Sibola Hotangsas, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,D'barans Cafe,"
Nama Restoran : D'barans Cafe

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Nasi Ayam Tofu Seafood, Nasi Ayam Brokoli, Nasi Lele, Nasi Cumi Saos Pedas, Kentang Goreng, Nasi Goreng, Sarsaparilla, Sop Ayam

Fasilitas : 

Alamat : Jl. Gereja, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22311, Indonesia (83H8+XQ Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
restoran,SS Fried Chicken x Teduh Balige,"
Nama Restoran : SS Fried Chicken x Teduh Balige

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Teduh Minuman, Ayam Geprek Ss Fried Chicken, Ayam Spicy Ss Fried Chicken, Ayam Crispy Original, Mineral Botol, Teh Botol Kotak, Orange Nestle, Sauce Spicy SS Fried Chicken, Green Tea

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.130, Balige II, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M8+QR Balige II, Toba, Sumatera Utara, Indonesia)

Rating : 5.0
"
restoran,BMW Coffee,"
Nama Restoran : BMW Coffee

Harga : 

Jam Operasional : 

Menu Favorit : Kerang Rebus, Taro Smoothie, Matcha Latte, Red Velvet, Matcha Latte Coffee

Fasilitas : 

Alamat : 83PC+3XQ, Jl. Siborongborong - Parapat, Balige II, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia

Rating : 5.0
"
restoran,Ola Kisat,"
Nama Restoran : Ola Kisat

Harga : 

Jam Operasional : 

Menu Favorit : Babi Panggang Karo

Fasilitas : 

Alamat : 84X3+7WX, Lumban Pea, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 4.6
"
restoran,Onand Coffee,"
Nama Restoran : Onand Coffee

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Espresso Susu, Coffee After Sex, Vietnam Drip, Sanger, Ice Mocca, Lemon Tea

Fasilitas : 

Alamat : Jl. Patuan Nagari No.89, Pardede Onan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M6+CH Pardede Onan, Toba, Sumatera Utara, Indonesia)

Rating : 4.7
"
restoran,Warung Kembar (KHAS BATAK),"
Nama Restoran : Warung Kembar (KHAS BATAK)

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Saksang Gota, Tanggo Tanggo Gota, Ayam Napinadar, Babi Panggang, Naniarsik

Fasilitas : 

Alamat : Jl. Siborongborong - Parapat No.4, Hinalang Bagasan, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (82HV+CG Hinalang Bagasan, Toba, Sumatera Utara, Indonesia)

Rating : 4.5
"
restoran,Rumah Makan SABAS Balige City,"
Nama Restoran : Rumah Makan SABAS Balige City

Harga : 

Jam Operasional : 

Menu Favorit : Rendang, Sup Buntut, Soto

Fasilitas : 

Alamat : 83M8+GFF, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara, Indonesia

Rating : 4.7
"
restoran,BPK Karona,"
Nama Restoran : BPK Karona

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Babi Panggang Karo

Fasilitas : 

Alamat : Jl. Sisingamangaraja No.Kelurahan, Balige I, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia (83MC+H4 Balige I, Toba, Sumatera Utara, Indonesia)

Rating : 4.3
"
restoran,Rumah Makan Khas Karo Tambar Lihe,"
Nama Restoran : Rumah Makan Khas Karo Tambar Lihe

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Sup Daging Babi, Nasi Putih, Babi Panggang Karo Dan Sayur Ubi, Babi Panggang Dan Daging Sup, Sambal Babi Panggang Karo

Fasilitas : 

Alamat : 83H3+RW8, Japan Jl. Patuan Nagari, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia

Rating : 4.3
"
restoran,Rumah Makan Khas Batak Lamhot,"
Nama Restoran : Rumah Makan Khas Batak Lamhot

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Ikan arsik, Babi Panggang

Fasilitas : 

Alamat : 83H3+JWF, Jl. Patuan Nagari, Sangkar Nihuta, Kec. Balige, Toba, Sumatera Utara 22313, Indonesia

Rating : 4.4
"
restoran,Driving Range Restaurant,"
Nama Restoran : Driving Range Restaurant

Harga : 

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : 927H+G6F, Lake Toba, North Sumatra 22312, Indonesia

Rating : 4.3
"
restoran,Chinese Food Gemar,"
Nama Restoran : Chinese Food Gemar

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Mie Goreng Seafood, Mie Pangsit Babi, Mie Pangsit Goreng, Capcai, Nasi Goreng Babi, Bubur Ayam Gemar, Mie Kuah Bab, Mie Pangsit Siantar, Asparagus Sup

Fasilitas : 

Alamat : Jl. Lintas Sumatera No.57a, Lumban Dolok Haume Bange, Kec. Balige, Toba, Sumatera Utara 22312, Indonesia (83M9+P4 Lumban Dolok Haume Bange, Toba, Sumatera Utara, Indonesia)

Rating : 4.0
"
restoran,The Deck Balige Restaurant & Lounge,"
Nama Restoran : The Deck Balige Restaurant & Lounge

Harga : 50.000 - 75.000

Jam Operasional : 

Menu Favorit : Steak

Fasilitas : 

Alamat : 83M5+RR6, Jl. Pardede Pasir No.10, Kec. Balige, Sumatera Utara 22314, Indonesia

Rating : 3.6
"
restoran,Betesda Cafe Balige,"
Nama Restoran : Betesda Cafe Balige

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : 

Fasilitas : 

Alamat : 82WV+PVR, Danau Toba, Sibola Hotangsas, Balige, Toba, North Sumatra 22312, Indonesia

Rating : 4.3
"
restoran,Istana Pempek Balige,"
Nama Restoran : Istana Pempek Balige

Harga : 25.000 - 50.000

Jam Operasional : 

Menu Favorit : Nasi Goreng Seafood, Nasi Ayam Geprek, Nasi Ayam Cabai Hijau, Udang Goreng Tepung, Nila Sambal Matah, Pempek Asli Ikan Tenggiri Frozen, Sambal Ayam

Fasilitas : 

Alamat : Jl. Tarutung, Simpang By Pass Jl. Lintas Sumatera, Longat, Jalinsum, Toba, Sumatera Utara 22312, Indonesia (82HP+64 Longat, Toba, Sumatera Utara, Indonesia)

Rating : 4.7
"
